"components/6630b072fe12fd0286b67afa/_html/","<h3>Para cada declaração, selecione a opção que melhor descreve sua capacidade: Nunca (1 ponto), Raramente (2 pontos), Às vezes (3 pontos), Geralmente (4 pontos), Sempre (5 pontos).</h3>"
"components/6630da6c1baafd0375c689b9/_timestamp/label/","Marcas de tempo"
"components/6630da6c1baafd0375c689b9/_transcript/inlineTranscriptButton/","Ver transcrição"
"components/6630da6c1baafd0375c689b9/_transcript/inlineTranscriptCloseButton/","Fechar"
"components/6630da6c1baafd0375c689b9/_transcript/inlineTranscriptBody/","<p dir=""ltr""><strong>Há várias plataformas que oferecem cursos online nos quais você pode se inscrever através de um site e começar a aprender hoje mesmo. Por exemplo, a Cisco Networking Academy e o OpenEDG Edube são ótimos lugares para aprender sobre temas de tecnologia, como cibersegurança, rede, programação, ou ciência de dados, e se profissionalizar para ter um certificado ou um emprego. Algumas plataformas lhe permitem escolher entre aprender no seu próprio ritmo online, encontrar uma sala de aula presencial com um professor, ou uma mistura dos dois. Há várias plataformas de aprendizagem online, e embora algumas sejam gratuitas, outras podem ser pagas. Veja a seguir como elas operam em poucos passos.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Em primeiro lugar, você cria uma conta. Todas as plataformas de aprendizagem precisam que você tenha uma conta para lhe conectar com os cursos selecionados, e para que você monitore seu progresso. Você geralmente precisa fornecer algumas informações básicas, como seu nome e endereço de e-mail. Algumas plataformas, como esta, são gratuitas, já outras são pagas. Se você precisar pagar, então você deverá ter um cartão de crédito ou débito, e você pode digitar todas as informações assim que chegar na tela de pagamento.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Assim que entrar em sua conta, você pode explorar os diversos cursos. Os cursos são como matérias escolares, eles focam em certos temas. Algumas plataformas têm provas e quebra-cabeças, e você pode monitorar seu desempenho, já outras são mais diretas e simplesmente lhe oferecem o conteúdo.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Ao escolher um curso, você terá acesso a diversos materiais de estudo. Esses materiais podem ser vídeos de um professor lhe ensinando a fazer as coisas. Eles podem ser escritos, como capítulos de um livro que você pode ler em sua tela. Como mencionamos, alguns cursos oferecem provas para testar o que você aprendeu. Todas as plataformas oferecem uma opção de aprendizagem em ritmo próprio, ou seja, você pode aprender no tempo que você quiser. Porém, algumas oferecem cursos lecionados por professores, ou seja, você pode participar de aulas e ser instruído pelo professor.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Várias plataformas permitem que você faça perguntas ou discuta os temas com os professores e os outros alunos. Isso geralmente é feito através de uma seção de comentários ou um fórum. É como levantar sua mão na sala de aula, mas online. Algumas plataformas oferecem interações em vídeo, para que você sinta que está numa sala de aula de verdade e possa conversar não só com o professor, mas também com os outros alunos.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Algumas plataformas lhe oferecem um certificado depois de terminar o curso. É uma forma de mostrar que você aprendeu, como um diploma depois de se formar.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Além do certificado de finalização, vários cursos também lhe preparam para provas e exercícios especiais. Assim que você tiver finalizado o curso, você terá todo o conhecimento e as habilidades para passar nas provas. Isso pode ser útil principalmente se você quiser inserir no seu currículo, ou se você quer testar suas habilidades para saber o quanto você melhorou.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>As plataformas de aprendizagem online facilitam que qualquer pessoa aprenda novas coisas de forma flexível e agradável. Se você quer ter um novo hobby ou se profissionalizar para um emprego, essas plataformas abrem um mundo novo de conhecimento na ponta dos seus dedos.</strong></p>"
"components/6630da6c1baafd0375c689b9/_transcript/transcriptLinkButton/","Baixar transcrição"
"components/66336c71f67bd505257c9987/title/","Como fechar uma lacuna de capacidade"
"components/66336c71f67bd505257c9987/displayTitle/","Como fechar uma lacuna de capacidade"
"components/66336c71f67bd505257c9987/_html/","
<p style=""font-size: 20px;"">Agora que você completou o questionário e identificou algumas lacunas de capacidade, escolha uma habilidade e tente aprendê-la você mesmo. A primeira coisa que você deve fazer é encontrar os recursos para lhe ajudar a aprender, e há vários ótimos lugares por onde começar.</p>"
"components/66336cdda2686b05847738a5/title/","Cursos online"
"components/66336cdda2686b05847738a5/displayTitle/","Cursos online"
"components/66336cdda2686b05847738a5/_html/","
<p style=""font-size: 20px;"">O primeiro recurso são cursos online. Há várias plataformas onde você pode se inscrever e começar a aprender, como a Cisco Networking Academy, ou o OpenEDG Edube. Esses são ótimos lugares para aprender programação e habilidades de informática. Há várias outras plataformas disponíveis, e algumas delas são gratuitas, já outras são pagas. Temos um vídeo inteiro dedicado a esse tema.</p>"
"components/66336e66d2c600060ed6b663/title/","Plataformas de streaming de vídeo"
"components/66336e66d2c600060ed6b663/displayTitle/","Plataformas de streaming de vídeo"
"components/66336e66d2c600060ed6b663/_html/","
<p style=""font-size: 20px;"">Outro recurso incrível são as plataformas de streaming de vídeo. A maior delas é o YouTube, e você pode encontrar tutoriais em vídeo que lhe ensinam passo a passo como fazer uma tarefa ou desenvolver uma habilidade, por exemplo, como se cadastrar num site, como usar um carrinho de compras online, ou até mesmo como programar seu próprio código para realizar uma função bem específica. Você já deve conhecer os tutoriais em vídeo, pois seu estilo é bem parecido com o desse curso.</p>
"
"components/6633708fa2686b05847738a6/title/","MOOCs (Cursos online, abertos e massivos)"
"components/6633708fa2686b05847738a6/displayTitle/","MOOCs (Cursos online, abertos e massivos)"
"components/6633708fa2686b05847738a6/_html/","
<p style=""font-size: 20px;"">Os cursos online, abertos e massivos, ou MOOCs, são fornecidos por universidades e faculdades internacionais, fornecendo acesso a recursos de educação em alta qualidade gratuitamente ou a um preço bastante acessível. Eles cobrem temas acadêmicos e habilidades práticas, oferecendo certificados após sua finalização. Alguns deles, como a Open University, até oferecem Bacharelados e Mestrados completos.</p>
"
"components/6633716fd2c600060ed6b666/title/","Livros digitais e artigos online"
"components/6633716fd2c600060ed6b666/displayTitle/","Livros digitais e artigos online"
"components/6633716fd2c600060ed6b666/_html/","
<p style=""font-size: 20px;"">No mundo real, se você quer aprender mais sobre um tema, você deve ler um livro. Nada disso mudou no mundo digital. As bibliotecas digitais e os sites oferecem uma vasta seleção de conteúdo escrito, de livros a artigos completos sobre habilidades ou conhecimentos específicos. Esses recursos são ideais para alunos que estão aprendendo em seu próprio ritmo e que preferem a leitura. A única diferença é que você não precisa mais ler um livro de papel, mas sim ler um livro em sua tela. Você pode preferir o papel, e isso não faz mal, mas pense em quanto custa um livro de verdade, e se você for um aluno que precisa citar 10 ou 20 livros para fazer uma redação, você pode economizar muito dinheiro lendo seus livros pela tela.</p>
"
"components/6633729ef67bd505257c9989/title/","Webinários e palestras online"
"components/6633729ef67bd505257c9989/displayTitle/","Webinários e palestras online"
"components/6633729ef67bd505257c9989/_html/","
<p style=""font-size: 20px;"">As aulas ao vivo ou os webinários pré-gravados fornecem uma forma interativa de aprender diretamente com especialistas. Um webinário é um vídeo transmitido pela Internet, que você pode assistir enquanto está sendo transmitido ao vivo, ou assistir a gravação depois. Várias empresas e pessoas oferecem webinários mensais de graça. Eles podem cobrir temas pouco conhecidos ou oferecer análises de temas maiores, geralmente com a oportunidade de tirar dúvidas. Geralmente, os webinários gratuitos são para temas mais gerais, e é possível que você tenha que pagar se quiser se aprofundar num tema especial.</p>
"
"components/6633743ed2c600060ed6b667/title/","Plataformas e fóruns comunitários"
"components/6633743ed2c600060ed6b667/displayTitle/","Plataformas e fóruns comunitários"
"components/6633743ed2c600060ed6b667/_html/","
<p style=""font-size: 20px;"">As redes sociais não servem apenas para compartilhar fotos de seus gatos. Há também vários grupos que focam em certos temas, e se você quiser participar de um desses grupos, você pode tirar dúvidas sobre as coisas que você ainda não sabe, e ajudar os outros a aprender as coisas que você já sabe.
Você já deve ter percebido que as novas tecnologias não vêm com um manual de instruções, como as coisas costumavam vir no passado. Isso porque esses manuais de instruções agora estão online. Muitas empresas que criam produtos disponibilizam seus manuais de instruções online em seu sites, mas algumas nem sequer fazem isso. Em vez disso, elas têm fóruns. Um fórum é um lugar onde você pode tirar dúvidas relacionadas ao seu produto, e um representante da empresa pode responder sua pergunta, ou alguém que já conhece a resposta fará isso. Se você gostar da resposta, você pode dar uma curtida. As curtidas são basicamente votos positivos, e a ideia por trás delas é que as melhores respostas recebem mais votos e vão para o topo da página, para que a próxima pessoa com a mesma pergunta já possa ver diretamente a melhor resposta.
</p>
"
"components/6633817ca9630306275d80cb/title/","Resolvendo problemas comuns"
"components/6633817ca9630306275d80cb/body/","<p>Assista ao vídeo, depois faça o exercício.</p>"
"components/6633817ca9630306275d80cb/_timestamp/label/","Marcas de tempo"
"components/6633817ca9630306275d80cb/_transcript/inlineTranscriptButton/","Ver transcrição"
"components/6633817ca9630306275d80cb/_transcript/inlineTranscriptCloseButton/","Fechar"
"components/6633817ca9630306275d80cb/_transcript/inlineTranscriptBody/","<p dir=""ltr""><strong>Explorar problemas técnicos pode ser angustiante se você não estiver familiarizado com dispositivos digitais. Esse tutorial lhe ajudará a resolver alguns problemas comuns que possuem soluções simples.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>1º passo, verifique a fonte de energia. Veja se seu dispositivo está carregado ou ligado na tomada. 2º passo. Verifique os cabos e as entradas por sinais de danos ou desconexões. 3º passo. Pressione e mantenha pressionado o botão de energia por mais tempo que o de costume, de 10 a 20 segundos.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>1º passo. Libere espaço. Exclua seus arquivos desnecessários e desinstale os aplicativos não utilizados. Os discos rígidos tendem a ficar lentos quando estão cheios, liberar espaço de armazenamento podem deixá-los mais leves. 2º passo. Feche os aplicativos desnecessários. Em muitos dispositivos, você pode ver quais aplicativos estão abertos e fechá-los. 3º passo. Reinicie seu dispositivo para limpar os arquivos e os processos temporários. Quando você abre um aplicativo, um monte de processos em segundo plano também são abertos. Quando você fecha o aplicativo, nem todos esses processos ocultos são encerrados e eles podem deixar seu computador mais lento. Portanto, se você perceber que ele está mais lento, reiniciar seu computador encerrará esses processos ocultos.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Terceiro problema, problemas de conectividade. 1º passo, certifique-se de que o Wi-Fi está ativado em seu dispositivo e que você selecionou a rede correta. 2º passo. Verifique se o problema está em seu dispositivo ou na sua conexão de Wi-Fi e tente se conectar à mesma rede de Wi-Fi com outro dispositivo. 3º passo. Reinicie seu roteador, o retire da tomada por 30 segundos e depois o ligue de novo.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>1º passo. Clique no link de 'Esqueci minha senha' na página de autenticação do serviço que você quer acessar. 2º passo. Siga as instruções, geralmente recebendo um e-mail com um link para mudar a senha. 3º passo. Crie uma nova senha.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>1º passo. Faça a atualização. Abra a App Store ou o site oficial do seu software e baixe as atualizações disponíveis. Os desenvolvedores de softwares geralmente oferecem atualizações para resolver bugs ou vulnerabilidades de segurança descobertas. 2º passo, se a atualização não resolver seu problema, reinstale o aplicativo. Desinstale o aplicativo primeiro, depois baixe e instale a versão mais recente. Isso geralmente funciona.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>1º passo. Identifique o tipo do arquivo. Verifique a extensão do arquivo, como .pdf ou .docx. 2º passo. Se você está tentando abrir um arquivo com uma extensão estranha, é possível que você não tenha um aplicativo em seu dispositivo capaz de abrir esse tipo de arquivo. Nesse caso, você precisa baixar um aplicativo compatível para abrir esse tipo de arquivo. 3º passo. Faça a conversão do arquivo online se você ainda não conseguir abri-lo com uma ferramenta de conversão de arquivos. Essas ferramentas podem funcionar, mas tenha cuidado antes de enviar arquivos na Internet, pois outras pessoas podem ver o que está em seu arquivo. Se seu arquivo contém dados sensíveis, essa pode não ser a melhor opção.</strong></p><p>&nbsp;</p><p dir=""ltr""><strong>Muitos problemas podem ser resolvidos simplesmente reiniciando seu dispositivo, começando do zero. Certifique-se de que o sistema operacional e os aplicativos do seu dispositivo estão atualizados para melhor segurança e desempenho. Muitos dispositivos e aplicativos digitais oferecem uma seção de ajuda e suporte. Procure nessa seção por instruções para resolver seu problema. Se não encontrar, não pense duas vezes antes de pedir ajuda ao suporte ao cliente, a fóruns online, ou a amigos que sabem de informática. Seguindo esses passos, você pode resolver problemas técnicos gerais com confiança. Lembre-se, o segredo é tentar resolver cada problema você mesmo, usando essas orientações para encontrar uma solução.</strong></p>"
"components/6633817ca9630306275d80cb/_transcript/transcriptLinkButton/","Baixar transcrição"
"components/66360e77b201970730e67bdb/title/","Título do novo componente"
"components/66360e77b201970730e67bdb/_graphic/alt/","Logomarca do curso com borda"
"components/66360e988c2129075256079d/title/","Título do novo componente"
"components/66360f2e5baedb084301ac5d/title/","Título do novo componente"
"components/66360fee195943071240005b/title/","Título do novo componente"
"components/66360fee195943071240005b/_graphic/alt/","Logomarca do curso com borda"
"components/66360ff75baedb084301ac5e/title/","Título do novo componente"
"components/664211c4a500b304add644a6/title/","Título do novo componente"
"components/664211c4a500b304add644a6/_graphic/alt/","Logomarca do curso com borda"
"components/66422fb35c78b604cd640c37/title/","Questão 1"
"components/66422fb35c78b604cd640c37/displayTitle/","Questão 1"
"components/66422fb35c78b604cd640c37/placeholder/","Por favor, selecione uma opção"
"components/66422fb35c78b604cd640c37/_items/0/text/","Qual é geralmente o 2º passo se seu dispositivo não estiver ligando?"
"components/66422fb35c78b604cd640c37/_items/0/_options/0/text/","Verificar os cabos e as entradas para quaisquer sinais de danos ou desconexões."
"components/66422fb35c78b604cd640c37/_items/0/_options/1/text/","Verificar a fonte de energia. Garantir que seu dispositivo esteja carregado ou ligado na tomada."
"components/66422fb35c78b604cd640c37/_items/0/_options/2/text/","Pressionar e manter pressionado o botão de ligar por mais tempo que o de costume (de 10 a 20 segundos)."
"components/66422fb35c78b604cd640c37/_items/0/_options/3/text/","Garantir que o sistema operacional e os aplicativos estejam atualizados."
"components/66422fb35c78b604cd640c37/_feedback/correct/","<p dir=""ltr"">Correto.</p>"
"components/66422fb35c78b604cd640c37/_feedback/_incorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/66422fb35c78b604cd640c37/_feedback/_partlyCorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/6642303a254fa704eccc07f9/title/","Questão 2"
"components/6642303a254fa704eccc07f9/displayTitle/","Questão 2"
"components/6642303a254fa704eccc07f9/placeholder/","Por favor, selecione uma opção"
"components/6642303a254fa704eccc07f9/_items/0/text/","Qual é geralmente o 1º passo se seu dispositivo estiver com perda de desempenho ou lento?"
"components/6642303a254fa704eccc07f9/_items/0/_options/0/text/","Liberar espaço de armazenamento. Excluir os arquivos desnecessários e desinstalar os aplicativos não utilizados."
"components/6642303a254fa704eccc07f9/_items/0/_options/1/text/","Fechar os aplicativos desnecessários abertos. Em muitos dispositivos, você pode ver quais aplicativos estão abertos e fechá-los."
"components/6642303a254fa704eccc07f9/_items/0/_options/2/text/","Reiniciar seu dispositivo para limpar os arquivos e processos temporários."
"components/6642303a254fa704eccc07f9/_items/0/_options/3/text/","Reinstalar o aplicativo. Desinstalar primeiro, depois baixar e instalar a versão mais recente."
"components/6642303a254fa704eccc07f9/_feedback/correct/","<p dir=""ltr"">Correto.</p>"
"components/6642303a254fa704eccc07f9/_feedback/_incorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/6642303a254fa704eccc07f9/_feedback/_partlyCorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/664230c04e848a044d0fdad7/title/","Questão 3"
"components/664230c04e848a044d0fdad7/displayTitle/","Questão 3"
"components/664230c04e848a044d0fdad7/placeholder/","Por favor, selecione uma opção"
"components/664230c04e848a044d0fdad7/_items/0/text/","Qual é geralmente o 3º passo se você encontrar problemas de conectividade?"
"components/664230c04e848a044d0fdad7/_items/0/_options/0/text/","Garantir que o Wi-Fi está ativado em seu dispositivo e que você está selecionando a rede correta."
"components/664230c04e848a044d0fdad7/_items/0/_options/1/text/","Reiniciar seu roteador o retirando da tomada por 30 segundos e depois ligando de novo."
"components/664230c04e848a044d0fdad7/_items/0/_options/2/text/","Verificar se o problema é no seu dispositivo ou na conexão Wi-Fi ao se conectar com outro dispositivo na mesma rede."
"components/664230c04e848a044d0fdad7/_items/0/_options/3/text/","Reiniciar seu dispositivo para limpar os arquivos e processos temporários."
"components/664230c04e848a044d0fdad7/_feedback/correct/","<p dir=""ltr"">Correto.</p>"
"components/664230c04e848a044d0fdad7/_feedback/_incorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/664230c04e848a044d0fdad7/_feedback/_partlyCorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/6642312f4e848a044d0fdad9/title/","Questão 4"
"components/6642312f4e848a044d0fdad9/displayTitle/","Questão 4"
"components/6642312f4e848a044d0fdad9/placeholder/","Por favor, selecione uma opção"
"components/6642312f4e848a044d0fdad9/_items/0/text/","Qual é geralmente o 1º passo se seus arquivos não estiverem abrindo?"
"components/6642312f4e848a044d0fdad9/_items/0/_options/0/text/","Identificar o tipo do arquivo (verificando a extensão do arquivo como .pdf, .docx, etc.)."
"components/6642312f4e848a044d0fdad9/_items/0/_options/1/text/","Baixar um aplicativo compatível para abrir esse tipo de arquivo."
"components/6642312f4e848a044d0fdad9/_items/0/_options/2/text/","Converter o arquivo online se ainda não estiver abrindo, usando uma ferramenta de conversão de formato de arquivo."
"components/6642312f4e848a044d0fdad9/_items/0/_options/3/text/","Seguir as instruções, geralmente recebendo um e-mail com um link para mudar a senha."
"components/6642312f4e848a044d0fdad9/_feedback/correct/","<p dir=""ltr"">Correto.</p>"
"components/6642312f4e848a044d0fdad9/_feedback/_incorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/6642312f4e848a044d0fdad9/_feedback/_partlyCorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/6642319a4e848a044d0fdada/title/","Questão 5"
"components/6642319a4e848a044d0fdada/displayTitle/","Questão 5"
"components/6642319a4e848a044d0fdada/placeholder/","Por favor, selecione uma opção"
"components/6642319a4e848a044d0fdada/_items/0/text/","Qual a forma mais típica de resolver vários desses problemas?"
"components/6642319a4e848a044d0fdada/_items/0/_options/0/text/","Reiniciar seu computador"
"components/6642319a4e848a044d0fdada/_items/0/_options/1/text/","Pedir atualizações frequentes"
"components/6642319a4e848a044d0fdada/_items/0/_options/2/text/","Reinstalar os aplicativos"
"components/6642319a4e848a044d0fdada/_items/0/_options/3/text/","Criar novas senhas"
"components/6642319a4e848a044d0fdada/_feedback/correct/","<p dir=""ltr"">Correto.</p>"
"components/6642319a4e848a044d0fdada/_feedback/_incorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/6642319a4e848a044d0fdada/_feedback/_partlyCorrect/final/","<p dir=""ltr"">Incorreto.</p><p dir=""ltr"">Volte, reinicie o exercício e tente de novo.</p>"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_previous/text/","Anterior"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_previous/ariaLabel/","Página anterior"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_previous/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_root/text/","Início"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_root/ariaLabel/","Início"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_root/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_up/text/","Voltar ao menu"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_up/ariaLabel/","Voltar ao menu"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_up/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_next/text/","Seguinte"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_next/ariaLabel/","Página seguinte"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_next/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_sibling/text/","{{inc index}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_sibling/ariaLabel/","Página {{inc index}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_sibling/tooltip/","{{displayTitle}}"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_close/text/","Fechar"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_close/ariaLabel/","Fechar janela"
"components/003ed17a6f3c4c359a49e573e97729df/_buttons/_close/tooltip/","Fechar janela"
"components/01ef7629a8034ba2a45209122ab8398e/title/","Texto"
"components/01ef7629a8034ba2a45209122ab8398e/body/","<h1><span><span style=""color:#ffffff""><span>{{_moduleNumber}}.0 O que fazer quando algo dá errado?</span></span></span></h1>"
"components/0c899543cf0447dc92223b59b35885f7/title/","Questão"
"components/0c899543cf0447dc92223b59b35885f7/displayTitle/","Questão"
"components/0c899543cf0447dc92223b59b35885f7/body/","Softwares de produtividade"
"components/0c899543cf0447dc92223b59b35885f7/questionTitle/","Declarações"
"components/0c899543cf0447dc92223b59b35885f7/optionTitle/","Categorias"
"components/0c899543cf0447dc92223b59b35885f7/placeholder/","Selecione"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/text/","Eu consigo criar e editar documentos usando os softwares de processamento de palavras."
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/0/text/","Nunca"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/1/text/","Raramente"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/2/text/","Às vezes"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/3/text/","Geralmente"
"components/0c899543cf0447dc92223b59b35885f7/_items/0/_options/4/text/","Sempre"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/text/","Eu consigo criar e editar as planilhas com funções básicas de matemática."
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/0/text/","Nunca"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/1/text/","Raramente"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/2/text/","Às vezes"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/3/text/","Geralmente"
"components/0c899543cf0447dc92223b59b35885f7/_items/1/_options/4/text/","Sempre"
"components/0c899543cf0447dc92223b59b35885f7/_items/2/text/","Eu consigo criar apresentações com softwares de criação de slides."
"components/0c899543cf0447dc92223b59b35885f7/_items/2/_options/0/text/","Nunca"
"components/0c899543cf0447dc92223b59b35885f7/_items/2/_options/1/text/","Raramente"
"components/0c899543cf0447dc92223b59b35885f7/_items/2/_options/2/text/","Às vezes"
"components/0c899543cf0447dc92223b59b35885f7/_items/2/_options/3/text/","Geralmente"
"components/0c899543cf0447dc92223b59b35885f7/_items/2/_options/4/text/","Sempre"
"components/0c899543cf0447dc92223b59b35885f7/_feedback/correct/","Resposta correta!"
"components/0c899543cf0447dc92223b59b35885f7/_feedback/_incorrect/final/","Resposta incorreta!"
"components/0c899543cf0447dc92223b59b35885f7/_feedback/_partlyCorrect/final/","Resposta parcialmente correta!"
"components/0c899543cf0447dc92223b59b35885f7/_buttons/_submit/buttonText/","Enviar"
"components/0c899543cf0447dc92223b59b35885f7/_buttons/_submit/ariaLabel/","Toque aqui para enviar sua resposta."
"components/0c899543cf0447dc92223b59b35885f7/_buttons/_reset/buttonText/","Reiniciar"
"components/0c899543cf0447dc92223b59b35885f7/_buttons/_showCorrectAnswer/buttonText/","Resposta correta"
"components/0c899543cf0447dc92223b59b35885f7/_buttons/_hideCorrectAnswer/buttonText/","Minha resposta"
"components/0c899543cf0447dc92223b59b35885f7/_buttons/_showFeedback/buttonText/","Ver resposta"
"components/0c899543cf0447dc92223b59b35885f7/_buttons/remainingAttemptsText/","tentativas restantes"
